incentive_id,title,company_1,company_2,company_3,company_4,company_5
1025,Programas (inter)municipais de promoção do sucesso escolar (PIPSE) – 2º Aviso,"SUCESSO É CONNOSCO, UNIPESSOAL, LDA","OS MARAVILHAS, LDA",ASESM - ASSOCIAÇÃO DE SOLIDARIEDADE E EDUCAÇÃO DE SALIR DE MATOS,"OS PREGUIÇAS - EDUCAÇÃO E APOIO PEDAGÓGICO, UNIPESSOAL, LDA","PRO-EDUCAÇÃO, SOCIEDADE DE ENSINO, LDA"
1022,"Cultura - Capital Europeia da Cultura Évora 27
","TURCULTUR - TURISMO E CULTURA DE PORTUGAL, LDA","CENÁRIOS D'ALVORADA TURISMO E CULTURA DE FRUTOS, LDA","CULTURA URBANA, UNIPESSOAL, LDA","ACTIVIDADES TURÍSTICAS VALES DO ALENTEJO, UNIPESSOAL, LDA","MEIRELES & CARDOSO, LDA"
1229,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos - Região Autónoma da Madeira,FUNDAÇÃO PARA A PROTECÇÃO DA GESTÃO AMBIENTAL DAS SALINAS DO SAMOUCO,LIGA PARA A PROTECÇÃO DA NATUREZA,"MARÉS DE PAPEL, UNIPESSOAL, LDA","SALVADOR DO MAR, SOCIEDADE UNIPESSOAL, LDA","TERRA AMOROSA - SOCIEDADE DE PESCAS, UNIPESSOAL, LDA"
2617,Redução de taxa da derrama regional em vigor na Região Autónoma dos Açores,"INSULARTRÁFEGO - AGÊNCIA DE TRANSPORTES E TRÂNSITOS DOS AÇORES, LDA","NEOGALLANT AÇORES - TRANSPORTE E TURISMO, LDA","TORRESTIR AÇORES, LDA","P.N. AZORES, SOCIEDADE POR QUOTAS, LDA","ATLÂNTICOLINE, S.A."
1228,"Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML","PRO-EDUCAÇÃO, SOCIEDADE DE ENSINO, LDA","ENFIS - ENSINO, LDA","IMAGINAR & APRENDER - ENSINO ESCOLAR, UNIPESSOAL, LDA","TESOURINHOS À VISTA, UNIPESSOAL, LDA","SUPERESCOLA, LDA"
1027,"Conservação da Natureza, Biodiversidade e Património Natural",LIGA PARA A PROTECÇÃO DA NATUREZA,MONTIS - ASSOCIAÇÃO PARA A GESTÃO E CONSERVAÇÃO DA NATUREZA,ASSOCIAÇÃO BIÓPOLIS,"NATUREDIFICA, CONSTRUÇÕES E NATUREZA, UNIPESSOAL, LDA","ESPIRITO DA NATUREZA - MANUTENÇÃO DE ÁRVORES, UNIPESSOAL, LDA"
1063,SACCCT – Apoio a Infraestruturas Científicas da Região Centro,INEGI - INSTITUTO DE CIÊNCIA E INOVAÇÃO EM ENGENHARIA MECÂNICA E ENGENHARIA INDUSTRIAL,"SCIENCENTRIS, UNIPESSOAL, LDA",FCIÊNCIAS.ID - ASSOCIAÇÃO PARA A INVESTIGAÇÃO E DESENVOLVIMENTO DE CIÊNCIAS,INESC - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES,"INESC ID - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, INVESTIGAÇÃO E DESENVOLVIMENTO EM LISBOA"
2416,SIID – I&D&I Empresarial – STEP Digital e Biotecnologia,"VETHERAPY - INVESTIGAÇÃO E DESENVOLVIMENTO EM BIOTECNOLOGIA, UNIPESSOAL, LDA","TECHNOPHAGE - INVESTIGAÇÃO E DESENVOLVIMENTO EM BIOTECNOLOGIA, S.A.","MOLECULE MESSAGE, UNIPESSOAL, LDA","STAB VIDA - INVESTIGAÇÃO E SERVIÇOS EM CIÊNCIAS BIOLÓGICAS, LDA","BBIT-THERAPEUTICS, LDA"
1070,Meios materiais para a proteção civil (IT) - Bolsa de Overbooking Condicionado,"2ADAPT - SERVIÇOS DE ADAPTAÇÃO CLIMÁTICA, LDA",PROTECCION CONTRA INCENDIOS CLIMA SL - SUCURSAL EM PORTUGAL,"CLIMADEPT, LDA",ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS DE AGUALVA-CACÉM,"2CLIMAS, LDA"
1283,01. Transição Digital da Administração Pública da RAM - DRAP (Orientação Técnica N.º 01/C19-i05.02-RAM/2022),"L'AGENCE III - DIGITAL CONTENTS, LDA","UM DOM DIGITAL - NOVAS TECNOLOGIAS DE INFORMAÇÃO, LDA","DIGITAL SPIRIT - AGÊNCIA DE MARKETING DIGITAL, UNIPESSOAL, LDA","DIGITALYGO - LOJA STUDIO, LDA","GETDIGITAL, LDA"
1231,Participação individual na formação – Plano Territorial para uma Transição Justa de Matosinhos,"RNA FORMATION, LDA","PEDRA BASE - FORMAÇÃO, LDA","REFRILC, LDA","REFINADA - SINTRA, LDA","CRAZYLINES - SOLDADURAS, UNIPESSOAL, LDA"
2387,Planos Locais de Inclusão da População Cigana,"CONSTRUÇÕES DA CIGANA, LDA",SECRETARIADO DIOCESANO DE LISBOA DA OBRA NACIONAL DA PASTORAL DOS CIGANOS,"CIGARRA BOÉMIA, UNIPESSOAL, LDA","CIGARRA NÓMADA, LDA",CASA DA CRIANÇA MIRANDESA
1037,"Execução da EDL do GAL Litoral Rural - Sistema de apoio ao investimento empresarial qualificado na Economia Azul –
Comércio e Serviços.","SOUTH BLUE, UNIPESSOAL, LDA","LAGOA AZUL - COMÉRCIO INTERNACIONAL E SERVIÇOS, LDA","AZUL CÉU, LDA","OVO AZUL - SUPERMERCADOS, LDA","VERTIGEM AZUL - TURISMO DE NATUREZA, UNIPESSOAL, LDA"
1041,Rede de Arte e Arquitetura Contemporânea do Norte de Portugal,"LAURUSARQ, UNIPESSOAL, LDA","BATTLES, LDA","ARQMC ARQUITETOS, LDA","APERTUAL, UNIPESSOAL, LDA","ATLASMODO, UNIPESSOAL, LDA"
2388,Cessação definitiva das atividades de pesca – Frota Atuneira – Região Autónoma da Madeira,"PESCA GROSSA - HARD AND PLAY FISHING MADEIRA, UNIPESSOAL, LDA","REAL ATUNARA, S.A.","PESQUEIRA ILHA BRAVA, LDA","MADEIRA BIG GAME FISHING - ACTIVIDADES NÁUTICAS, LDA","PESCAVE-COMPANHIA AVEIRENSE DA PESCA DO ARRASTO, LDA"
1073,SIID – I&D Empresarial - Operações Individuais ou em Copromoção,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"YOUR BUSINESS - INOVAÇÃO E EMPREENDEDORISMO, LDA","INNOVATION POINT - INVESTIGAÇÃO E DESENVOLVIMENTO, S.A.","EDP INOVAÇÃO, S.A."
1238,Assistência Técnica Programa Mar 2030,"NEPTUNO DESPERTAR - PESCAS, LDA","PESCAS DE AMARAL & SOUSA, LDA","ANFERSA PESCAS, LDA","MANUEL MONIZ - PESCAS, LDA","PESCARIAS EUREKA, LDA"
1083,SIIDI – I&D&I Empresarial – Operações em Copromoção ,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,INSTITUTO PEDRO NUNES - ASSOCIAÇÃO PARA A INOVAÇÃO E DESENVOLVIMENTO EM CIÊNCIA E TECNOLOGIA,"ADVANCED WAY, UNIPESSOAL, LDA","INNOVATION POINT - INVESTIGAÇÃO E DESENVOLVIMENTO, S.A."
2083,05/C08-i01.01/2023 - Condomínio de Aldeia,"FLORIANO SILVESTRE DOS SANTOS, LDA","SABOR DA FRAMBOESA - AGRICULTURA E PECUÁRIA, UNIPESSOAL, LDA","AGRASPA, LDA","LUÍS MARIA ALBUQUERQUE DE SALDANHA OLIVEIRA E SOUSA, UNIPESSOAL, LDA","SOCIEDADE AGRÍCOLA FONTE DA FRAGA, UNIPESSOAL, LDA"
1051,"Contratação de Recursos Humanos Altamente Qualificados por empresas (micro, pequenas e médias) – doutorados e pós-doutorados",INSTITUTO PEDRO NUNES - ASSOCIAÇÃO PARA A INOVAÇÃO E DESENVOLVIMENTO EM CIÊNCIA E TECNOLOGIA,INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"CONHECIMENTO INTENSIVO - CONSULTADORIA EM INOVAÇÃO, LDA","INNOVATION MAKERS - SERVIÇOS DE CONSULTORIA EM INOVAÇÃO, LDA","REDE DE INOVAÇÃO - CONSULTORIA E PROMOÇÃO DA INOVAÇÃO, RDICPI, LDA"
1049,Sistema de Incentivos de Base Territorial - Inovação e modernização para o aumento da produção e Criação de novas empresas e negócios,"V E I PORTUGAL - INOVAÇÃO EM EQUIPAMENTOS E TECNOLOGIAS, LDA","EDP INOVAÇÃO, S.A.",INOVA-RIA - ASSOCIAÇÃO DE EMPRESAS PARA UMA REDE DE INOVAÇÃO EM AVEIRO,"INOVIMO - SERVIÇOS IMOBILIÁRIOS, LDA","INVENTIVIO PORTUGAL, UNIPESSOAL, LDA"
1089,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos – Região Autónoma dos Açores,LIGA PARA A PROTECÇÃO DA NATUREZA,FUNDAÇÃO PARA A PROTECÇÃO DA GESTÃO AMBIENTAL DAS SALINAS DO SAMOUCO,"MFF - ECOTURISMO, BIOLOGIA E CONSERVAÇÃO, UNIPESSOAL, LDA",FUNDAÇÃO OCEANO AZUL,"MUNDO AQUÁTICO - PARQUES OCEANOGRÁFICOS DE ENTRETENIMENTO EDUCATIVO, S.A."
1165,Gestão de Recursos Hídricos - ITI Água e Ecossistemas de Paisagem – Algarve e Alentejo  ,"ÁGUA NEGRA - GESTÃO DE RECURSOS NATURAIS, LDA","PRAIA AMBIENTE, E.M.","HOH - VALORIZAÇÃO DE RECURSOS HIDRICOS, LDA","A.D.C. - ÁGUAS DA COVILHÃ, E.M.","HWA - HIDRÁULICA & AMBIENTE, LDA"
1004,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,"FORMAÇÃO EM MOVIMENTO - CURSOS DE FORMAÇÃO RODOVIÁRIA, LDA","CONSTRUÇÃO PÚBLICA, E.P.E","IMPARÁVEL FORMAÇÕES, LDA","UP MIND - FORMAÇÃO AVANÇADA, LDA","INSTITUTO DOS MERCADOS PÚBLICOS, DO IMOBILIÁRIO E DA CONSTRUÇÃO, I. P."
1088,"Ciclo urbano da água em baixa (sistemas de titularidade estatal e sistemas de titularidade municipal ou intermunicipal, incluindo parcerias Estado municípios)","ÁGUA NEGRA - GESTÃO DE RECURSOS NATURAIS, LDA","FAGAR - FARO, GESTÃO DE ÁGUAS E RESÍDUOS, E.M.","INDAQUA MATOSINHOS - GESTÃO DE ÁGUAS DE MATOSINHOS, S.A.","PRAIA AMBIENTE, E.M.","TAVIRAVERDE - EMPRESA MUNICIPAL DE AMBIENTE, E.M."
2398,Reforço da capacidade operacional de Infraestruturas para a prevenção e gestão de riscos,"NOITE E DIA - VIGILÂNCIA, LDA","RESPOSTA DISCIPLINADA, UNIPESSOAL, LDA","INÊS VICENTE, UNIPESSOAL, LDA","MCF, UNIPESSOAL, LDA","RUI BRITO SIMÕES, UNIPESSOAL, LDA"
1057,Execução da EDL do GAL Costeiro Litoral Norte - Comunidades do Litoral,"SOCIEDADE PISCICULTORA FARENSE, LDA","SOCIEDADE DE PESCA PALANGRE, LDA","SOCIEDADE DE PESCA VIJOMAR, LDA","PESCALEÇA - SOCIEDADE PORTUGUESA DE PESCA, LDA","PISCICULTURA DO VALE DA LAMA, LDA"
2290,Ativos públicos de turismo e património cultural – ITI,"MADEIRA CONNECTION, TOURISM SERVICES, UNIPESSOAL, LDA","WELCOME MADEIRA - TRANSPORTES TURISMO RESTAURAÇÃO, UNIPESSOAL, LDA","MADEIRA PLAZA, LDA","ROCA, MADEIRA E MAR - EMPREENDIMENTOS TURÍSTICOS, LDA","MADEIRA HOLIDAYS 365, UNIPESSOAL, LDA"
1110,Hospitais - Iniciativas Âncora Regionais - Bolsa de Overbooking Condicionado,"SAÚDE RÁPIDA, LDA","UNIDADE LOCAL DE SAÚDE DE GAIA/ESPINHO, E.P.E.","UNIDADE LOCAL DE SAÚDE DE SÃO JOSÉ, E.P.E.","UNIDADE LOCAL DE SAÚDE DA GUARDA, E.P.E.","HOSPITAL DE S. FRANCISCO, S.A."
1180,Refuncionalização de Equipamentos Coletivos e a Qualificação de Espaços públicos (IT),"GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","PRAIA AMBIENTE, E.M.","RED COMPASS, UNIPESSOAL, LDA","AMBIFARO - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M.","CITYCARE - MANUTENÇÃO DE ESPAÇO URBANO, LDA"
2093,Introdução no consumo de veículos de emissões nulas no ano de 2025 - Mobilidade Verde Passageiros,"VERDE DESCOMPLICADO - MOBILIDADE ELÉTRICA, UNIPESSOAL, LDA","MOBI.E, S.A.","ENERGIA FUNDAMENTAL - MOBILIDADE ELÉCTRICA, LDA","EFFICIENT RENT - ALUGUER DE AUTOMÓVEIS, LDA","GREEN100, UNIPESSOAL, LDA"
1172,SI&IDE - Projetos de Contexto Europeu (Parcerias Europeias) - Individuais e copromoção ,"ADVANCED WAY, UNIPESSOAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","INNOVATION POINT - INVESTIGAÇÃO E DESENVOLVIMENTO, S.A.","INOVDREAM - INOVAÇÃO E DESENVOLVIMENTO, LDA"
2096,Incentiva+TP - Promoção da Mobilidade Sustentável e Coesão Territorial,"RITMOS RECENTES, UNIPESSOAL, LDA","GET YA, UNIPESSOAL, LDA","BUSVOUGA, LDA","DAVID FERREIRA - TRANSPORTES, LDA","VIAMOVE - SOLUÇÕES DE MOBILIDADE, LDA"
1098,Aquisição de Material Circulante Ferroviário: Automotoras para os comboios regionais da CP,"AUTO VIAÇÃO FEIRENSE, LDA","DAVID FERREIRA - TRANSPORTES, LDA","TRANSPORTES FÁBIO FERREIRA, LDA","GET YA, UNIPESSOAL, LDA","AUTO VIAÇÃO MELGAÇO, LDA"
2824,Atos praticados conexos com a transmissão dos prédios urbanos destinados a habitação permanente que ocorra por conversão num direito de arrendamento bem como o exercício da opção de compra,"KEROCUIDADOS HOME, UNIPESSOAL, LDA","TERTÚLIA UNÂNIME, LDA","RIOHABITA, LDA","HPH - COMPRA E VENDA DE HABITAÇÕES, LDA","RUAS ARROJADAS, LDA"
2094,Introdução no consumo de veículos de emissões nulas no ano de 2025 - Mobilidade Verde Mercadorias,"CARVOLT, LDA","VERDE DESCOMPLICADO - MOBILIDADE ELÉTRICA, UNIPESSOAL, LDA","ELECTROGEST - ELECTRICIDADE AUTOMÓVEL, UNIPESSOAL, LDA","ELETROVICAUTO - COMÉRCIO DE REPRESENTAÇÕES, UNIPESSOAL, LDA","AUTO ELÉCTRICA SANTA MARIA, UNIPESSOAL, LDA"
1185,"Ensino Pré-escolar, Básico e Secundário (IT)","COLÉGIO INED, UNIPESSOAL, LDA","EXTERNATO O LAR DA CRIANÇA, LDA","VALBORDO & PRUDÊNCIO, LDA","GRANDE COLÉGIO DA PÓVOA DE VARZIM, S.A.","CENTRO DESENVOLVIMENTO EDUCATIVO DE CANTANHEDE, LDA"
2546,Pequenas remessas sem valor comercial e as mercadorias contidas na bagagem pessoal dos viajantes procedentes de Estado não membro da União Europeia,"IDEIAS NA BAGAGEM - UNIPESSOAL, LDA","AIM - ENTREGAS RÁPIDAS, UNIPESSOAL, LDA","MIX EXPRESS, TRANSPORTE URGENTE, UNIPESSOAL, LDA","THALYS MOURA, UNIPESSOAL, LDA","TEMPO MAGNÂNIMO, UNIPESSOAL, LDA"
1108,Conservação da natureza e da biodiversidade e patrimonio natural - ITI CIM,LIGA PARA A PROTECÇÃO DA NATUREZA,MONTIS - ASSOCIAÇÃO PARA A GESTÃO E CONSERVAÇÃO DA NATUREZA,"RECITUR - RECURSOS CINEGÉTICOS E TURÍSTICOS, LDA","VERDE SERENO, LDA","MFF - ECOTURISMO, BIOLOGIA E CONSERVAÇÃO, UNIPESSOAL, LDA"
2618,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME","MADEIRA CONNECTION, TOURISM SERVICES, UNIPESSOAL, LDA","MADEIRA ISLAND ICE CREAM, MIIC, LDA","MADEIRA, PAIS & PINHEIRO, LDA","MADEIRA WEDDING - MDW, UNIPESSOAL, LDA","BCM EUROPA, LDA & COMANDITA (ZONA FRANCA DA MADEIRA)"
2097,Apoio à constituição e operação inicial do Espaço Energia,"ESPAÇO ENERGIA - GABINETE DE ESTUDOS E PROJECTOS, LDA","100%ENERGIA - ARQUITECTURA, LDA","EFI3ENE - EFICIÊNCIA ENERGÉTICA, LDA","RCE - REDE DE CERTIFICAÇÃO ENERGÉTICA, LDA","EFFICIENT GREEN - GESTÃO E SERVIÇOS ENERGÉTICOS, LDA"
1186,Equipamentos Desportivos (IT),"SPORT DESIGN - EQUIPAMENTOS DESPORTIVOS E MOBILIÁRIO URBANO, LDA","RHYTHMFOOT - EQUIPAMENTOS DESPORTIVOS, LDA","MASTER LINE - EQUIPAMENTOS DESPORTIVOS, UNIPESSOAL, LDA","ANTÓNIO M.P.RODRIGUES - EQUIPAMENTOS GIMNODESPORTIVOS, SOCIEDADE UNIPESSOAL, LDA","SPORTS PARTNER - DISTRIBUIÇÃO E FABRICO DE EQUIPAMENTOS DESPORTIVOS, LDA"
2620,Regime de dedução por lucros retidos e reinvestidos na Região Autónoma da Madeira (DLRR-RAM) - Dedução de uma percentagem dos lucros retidos que sejam reinvestidos em aplicações relevantes num determinado prazo,"FAJOMADEIRAS, UNIPESSOAL, LDA","MADEIRAS SARDINHA, UNIPESSOAL, LDA","MADEIRAS VALE DO RIO, LDA","MADEITOITA - EXPLORAÇÃO FLORESTAL, UNIPESSOAL, LDA","PARTILHAR PAISAGEM - MADEIRAS, UNIPESSOAL, LDA"
2619,"Regime fiscal de apoio ao investimento na Região Autónoma da Madeira (RFAI-RAM) - Dedução de uma determinada percentagem das aplicações relevantes, relativamente ao investimento realizado no período de tributação","IHM - INVESTIMENTOS HABITACIONAIS DA MADEIRA, EPERAM","ADVI MADEIRA II, LDA & COMANDITA (ZONA FRANCA DA MADEIRA)","MADEIRA & MADEIRA, LDA","M. L. G. T. MADEIRA - MANAGEMENT E INVESTMENT, S.A. (ZONA FRANCA DA MADEIRA)","MADEIRA FIDUCIA MANAGEMENT, LDA (ZONA FRANCA DA MADEIRA)"
2775,dedução adicional de montante fixo por cada dependente com idade inferior a 3 anos de idade,CRIB - CENTRO DE RECUPERAÇÃO INFANTIL DE BENAVENTE,"VIVER MAIS - TERAPIA DAS DEPENDÊNCIAS E OUTRAS PATOLOGIAS, UNIPESSOAL, LDA","MAIÚSCULO & ADEQUADO - LAR, UNIPESSOAL, LDA",CASA DA CRIANÇA MIRANDESA,OBRA DE SOCORRO FAMILIAR
2836,Terreno para construção que tenha passado a figurar no inventário de uma empresa que tenha por objeto a construção de edifícios para venda,"MUNDITERRAS - MÁQUINAS DE TERRAPLANAGEM, LDA","TESOURINVENTADO - CONSTRUÇAO, UNIPESSOAL, LDA","V TERRAS, UNIPESSOAL LDA","SURITERRA - SURRIBAS E TERRAPLANAGENS, LDA","TERRAÇOS ERUDITOS - CONSTRUÇÕES, UNIPESSOAL, LDA"
2294,Academia dos Fundos e Redes de Articulação Funcional | 2026-2027,"FOMENTAR SONHOS, UNIPESSOAL, LDA","FORM2U - FORMAÇÃO & CAPACITAÇÃO, LDA","PENSAMENTO ILIMITADO, UNIPESSOAL, LDA",FUNDAÇÃO CONDUCTUS,"UP MIND - FORMAÇÃO AVANÇADA, LDA"
2234,Redes e capacitação institucional RIS3,"REDERIA - INNOVATION, S.A.",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"REDE DE INOVAÇÃO - CONSULTORIA E PROMOÇÃO DA INOVAÇÃO, RDICPI, LDA","NOCODE INSTITUTE, LDA","NV TRAINING, LDA"
1162,Adaptação às Alterações Climáticas ITI CIM-AMAL,"2ADAPT - SERVIÇOS DE ADAPTAÇÃO CLIMÁTICA, LDA","2CLIMAS, LDA","CLIMADEPT, LDA","CLIMASOLUTIONS, UNIPESSOAL, LDA","WEATHER AGE - CLIMATIZAÇÃO, UNIPESSOAL, LDA"
1190,"Equipamentos desportivos (IT)
","SPORT DESIGN - EQUIPAMENTOS DESPORTIVOS E MOBILIÁRIO URBANO, LDA","RHYTHMFOOT - EQUIPAMENTOS DESPORTIVOS, LDA","ANTÓNIO M.P.RODRIGUES - EQUIPAMENTOS GIMNODESPORTIVOS, SOCIEDADE UNIPESSOAL, LDA","CDF EQUIPAMENTOS DE GINÁSTICA, LDA","MASTER LINE - EQUIPAMENTOS DESPORTIVOS, UNIPESSOAL, LDA"
2236,Promoção da Cultura Científica,"CENTRO DE FORMAÇÃO E EDUCAÇÃO O MAIS SABER, LDA","MESTRES, FORMAÇÃO E EDUCAÇÃO, UNIPESSOAL,LDA","PRO-EDUCAÇÃO, SOCIEDADE DE ENSINO, LDA","WISDOM SEEDS - EDUCAÇÃO E FORMAÇÃO, LDA","ENSILIS - EDUCAÇÃO E FORMAÇÃO, UNIPESSOAL, LDA"
1118,"Ensino Pré-escolar, Básico e Secundário (IT) - Bolsa de Overbooking Condicionado","COLÉGIO INED, UNIPESSOAL, LDA","EXTERNATO O LAR DA CRIANÇA, LDA","VALBORDO & PRUDÊNCIO, LDA","GRANDE COLÉGIO DA PÓVOA DE VARZIM, S.A.","CENTRO DESENVOLVIMENTO EDUCATIVO DE CANTANHEDE, LDA"
2238,Criação de ciclovias e Infraestruturas de mobilidade suave,"BICICULTURA, CRL","VIAMOVE - SOLUÇÕES DE MOBILIDADE, LDA","GET YA, UNIPESSOAL, LDA","RITMOS RECENTES, UNIPESSOAL, LDA","CAVIBIKE, LDA"
1191,Eficiência energética na administração local e nas instituições particulares de solidariedade social (IT),"MÉTODO - MEDIDAS ENERGÉTICAS, UNIPESSOAL, LDA","SUCH-VEOLIA - SERVIÇOS HOSPITALARES, A.C.E.","CASCAIS PRÓXIMA - GESTÃO DE MOBILIDADE, ESPAÇOS URBANOS E ENERGIAS, E.M., S.A.",MUNICÍPIO DE PENAFIEL,AGÊNCIA MUNICIPAL DE ENERGIA DO SEIXAL - AMESEIXAL
2399,INTERNACIONALIZAR 2030 – 2º aviso,"EUROMIND PORTUGAL, UNIPESSOAL, LDA","IPME - INSTITUTO PME FORMAÇÃO, LDA","BEYOND GLOBAL, UNIPESSOAL, LDA","MERQUAL - ENGENHARIA E SOLUÇÕES INDUSTRIAIS, LDA","P.M.M.-PROJECTOS,MOLDES,MANUFACTURA, LDA"
2241,Economia Circular,"CRESAÇOR - COOPERATIVA REGIONAL DE ECONOMIA SOLIDÁRIA, C.R.L.","APICIUS - RECICLAGEM DE RESÍDUOS, LDA (ZONA FRANCA DA MADEIRA)","BEWISYNBRA CIRCULAR PORTUGAL, LDA","SUSTAIN AZORES, LDA","RECICOTTON, LDA"
2837,Prédio que tenha passado a figurar no inventário de uma empresa que tenha por objeto a sua venda,"INVENTACTION, LDA","IMPACONSTRUÇÕES, UNIPESSOAL, LDA","RED BIRD INVEST, LDA","TESOURINVENTADO - CONSTRUÇAO, UNIPESSOAL, LDA","REDOLHO CONSTRUÇÕES - CONSTRUÇÃO E IMOBILIÁRIA, LDA"
2295,Estrutura de missão Portugal Inovação Social | 2026-2027,"WE INNOV - TECNOLOGIA E INOVAÇÃO, LDA","TECNOLINHA - ASSISTÊNCIA TÉCNICA A ELECTRODOMÉSTICOS, LDA","OPTIMALKRAFT - ASSISTÊNCIA TÉCNICA E COMÉRCIO, UNIPESSOAL, LDA","TECNOPROS - COMÉRCIO E ASSISTÊNCIA TÉCNICA, LDA","REC - FIELD - ASSISTÊNCIA TÉCNICA DE EQUIPAMENTOS INFORMÁTICOS, UNIPESSOAL, LDA"
1128,Meios materiais para proteção civil e prevenção e gestão de catástrofes ITI – CIM - AMAL,ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS DE AGUALVA-CACÉM,ASSOCIAÇÃO HUMANITÁRIA DOS BOMBEIROS VOLUNTÁRIOS DE ALBERGARIA-A-VELHA,"REFORÇADACORDO, UNIPESSOAL, LDA","MCF, UNIPESSOAL, LDA","PANORAMA DA SEMANA, UNIPESSOAL, LDA"
2242,Inclusão pela Cultura – 3º Aviso,"PALCO DOS SENTIDOS, UNIPESSOAL, LDA","ROSÁLIA PASSINHAS, UNIPESSOAL, LDA","PAUTA EM MOVIMENTO, UNIPESSOAL, LDA","DANÇASEMPRE, UNIPESSOAL, LDA","MAKE IT LOUD, UNIPESSOAL, LDA"
2248,Gestão de resíduos – Investimentos em baixa (ITI Funchal),"RED WASTE - GESTÃO DE RESÍDUOS, UNIPESSOAL, LDA","SÉCULO XXV - GESTÃO DE RESIDUOS E SERVIÇOS, LDA","JUDITE MARIA JESUS DIAS - OPERAÇÕES DE GESTÃO DE RESÍDUOS, LDA","RESIAÇORES - GESTÃO DE RESÍDUOS DOS AÇORES, LDA","RESUR - GESTÃO DE RESÍDUOS E HIGIENE URBANA, LDA"
1195,"Equipamentos de cuidados de saúde primários (IT)
","EFEITOS PRIMÁRIOS - SAÚDE E GERIATRIA, LDA","COSTUMES PRIMORDIAIS, LDA","CAMINHOS DA SAÚDE - CUIDADOS MÉDICOS, LDA","MIL SAÚDE, LDA","AGITANEURÓNIOS, UNIPESSOAL, LDA"
2245,Execução da EDL do GAL Douro Atlântico – Projetos Âncora,"PISCICULTURA DO VALE DA LAMA, LDA","SOCIEDADE PISCICULTORA FARENSE, LDA","SOCIEDADE DE PESCA PALANGRE, LDA","SOCIEDADE DE PESCA VIJOMAR, LDA","TERRA AMOROSA - SOCIEDADE DE PESCAS, UNIPESSOAL, LDA"
2243,Execução da EDL do GAL LITORAL RURAL – Sistema de apoio ao investimento empresarial qualificado na Economia Azul – Comércio e Serviços,"SOUTH BLUE, UNIPESSOAL, LDA","LAGOA AZUL - COMÉRCIO INTERNACIONAL E SERVIÇOS, LDA","AZUL CÉU, LDA","OVO AZUL - SUPERMERCADOS, LDA","VERTIGEM AZUL - TURISMO DE NATUREZA, UNIPESSOAL, LDA"
1199,Mobilidade sustentável (IT),"RITMOS RECENTES, UNIPESSOAL, LDA","MOBI.E, S.A.","DAVID FERREIRA - TRANSPORTES, LDA","JOAQUIM MARTINS DA FONSECA, LDA","OPENMOBI PORTUGAL, UNIPESSOAL, LDA"
2246,Execução da EDL do Grupo de Ação Local A2S,"PISCICULTURA DO VALE DA LAMA, LDA","SOCIEDADE PISCICULTORA FARENSE, LDA","SOCIEDADE DE PESCA PALANGRE, LDA","SOCIEDADE DE PESCA VIJOMAR, LDA","TERRA AMOROSA - SOCIEDADE DE PESCAS, UNIPESSOAL, LDA"
2400,Execução da EDL do GAL ADREPES COSTEIRO – Projeto âncora “Reativação de uma salina na Reserva Natural do Estuário do Sado”,"BLUE SALINAS SUITES, LDA","MONTE SELVAGEM - RESERVA ANIMAL, LDA","PARCELA SALUTAR, LDA","SALINAS CORREDOR DO SOL - FIGUEIRA DA FOZ, UNIPESSOAL, LDA","SALINA NOVA DA MURTEIRA, LDA"
2249,Cessação temporária das atividades de pesca – Apanha de Lapas – Região Autónoma da Madeira,"PESCA GROSSA - HARD AND PLAY FISHING MADEIRA, UNIPESSOAL, LDA","CABRAL & RAPOSO - PESCAS, LDA","PESQUEIRA ILHA BRAVA, LDA","CALAFATINHO & VIDINHA, LDA","POMBO, LDA"
